time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1952-07-21T11:52:15.460Z,34.9581667,-118.998,6,7.5,mw,8,146,,0.39,ci,ci3319401,2016-04-01T20:55:42.438Z,"6km WNW of Grapevine, CA",earthquake,1.42,31.61,,0,reviewed,ci,ci
1951-12-26T00:46:55.570Z,32.9161667,-118.3051667,6,5.75,ml,11,37,,0.54,ci,ci3322187,2016-01-28T18:26:34.480Z,"11km NNE of San Clemente Is. (SE tip), CA",earthquake,2.13,31.61,0.042,5,reviewed,ci,ci
1951-10-08T04:10:38.000Z,40.238,-124.713,15,6,mw,,,,,iscgem,iscgem894786,2015-05-13T18:52:46.000Z,offshore Northern California,earthquake,,,,,automatic,iscgem,iscgem
1951-01-24T07:16:53.380Z,32.622,-115.1191667,6,5.95,ml,9,329,1.637,0.48,ci,ci3322622,2016-01-28T18:07:41.160Z,"14km WNW of Tecolots, B.C., MX",earthquake,4.33,31.61,0.168,12,reviewed,ci,ci
1949-11-20T07:09:53.000Z,28.469,-112.316,10,6.8,mw,,,,,iscgem,iscgem897037,2015-05-13T18:52:45.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1949-11-04T20:42:39.230Z,32.1266667,-116.7496667,6,5.66,ml,10,318,0.8494,0.35,ci,ci3355574,2016-01-28T01:22:49.650Z,"19km ESE of Primo Tapia, B.C., MX",earthquake,4.01,31.61,0.139,12,reviewed,ci,ci
1949-05-02T11:25:47.100Z,34,-115.6958333,6,5.69,ml,4,263,1.395,0.52,ci,ci3356151,2016-01-28T01:45:51.620Z,"38km ESE of Twentynine Palms, CA",earthquake,2.34,31.61,0.127,12,reviewed,ci,ci
1949-04-13T19:55:44.000Z,47.003,-122.527,50,6.7,mw,,,,,iscgem,iscgem896466,2015-05-13T18:52:45.000Z,"Puget Sound region, Washington",earthquake,,,,,automatic,iscgem,iscgem
1949-02-11T21:05:11.720Z,37.9376667,-117.5331667,6,5.52,ml,5,325,1.042,0.19,ci,ci3356225,2016-01-28T01:29:55.780Z,"30km WSW of Tonopah, NV",earthquake,18.76,31.61,0.13,9,reviewed,ci,ci
1948-12-04T23:43:17.590Z,33.9833333,-116.3308333,6,6,mw,7,246,0.7689,0.26,ci,ci9860350,2016-04-02T00:51:47.470Z,"16km E of Desert Hot Springs, CA",earthquake,4.09,31.61,,0,reviewed,ci,ci
1947-04-10T15:58:06.890Z,34.9828333,-116.5315,6,6.5,mw,8,223,1.208,0.51,ci,ci3358945,2016-01-28T01:28:45.890Z,"34km SSE of Fort Irwin, CA",earthquake,4.54,31.61,0.059,9,reviewed,ci,ci
1946-07-18T14:27:58.010Z,34.5016667,-115.9148333,6,5.51,ml,7,250,1.312,0.56,ci,ci3359696,2016-01-28T01:28:33.880Z,"17km WSW of Amboy, CA",earthquake,4.32,31.61,0.119,9,reviewed,ci,ci
1946-03-15T13:49:38.910Z,35.7023333,-117.9441667,6,6.3,mh,8,158,0.4334,0.26,ci,ci3360174,2016-04-02T13:00:32.128Z,"13km WNW of Inyokern, CA",earthquake,2.49,31.61,,0,reviewed,ci,ci
1945-08-15T17:56:19.610Z,33.0823333,-115.6311667,6,5.77,ml,7,293,1.067,0.5,ci,ci3360494,2016-01-28T01:36:19.680Z,"5km N of Westmorland, CA",earthquake,4.73,31.61,0.042,10,reviewed,ci,ci
1945-06-27T13:08:24.000Z,26.895,-110.917,10,6.7,mw,,,,,iscgem,iscgem898976,2015-05-13T18:52:45.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1942-10-22T01:50:38.920Z,33.2661667,-115.572,6,5.63,ml,8,284,,0.41,ci,ci3366107,2016-01-28T01:35:27.210Z,"6km WNW of Niland, CA",earthquake,3.72,31.61,0.113,10,reviewed,ci,ci
1942-10-21T16:22:12.020Z,32.9753333,-115.7853333,6,6.6,mw,7,291,,0.34,ci,ci3366099,2016-04-01T20:53:12.929Z,"17km WSW of Westmorland, CA",earthquake,3.97,31.61,,0,reviewed,ci,ci
1941-09-14T18:38:59.730Z,38.6786667,-118.3413333,6,6.12,ml,5,336,1.624,1.1,ci,ci3365744,2016-01-28T01:46:40.600Z,"30km NE of Hawthorne, NV",earthquake,91.05,31.61,0.196,10,reviewed,ci,ci
1941-09-14T18:21:07.700Z,38.5568333,-118.3925,6,5.89,ml,5,336,1.506,1.12,ci,ci3365743,2016-01-28T01:27:05.150Z,"20km E of Hawthorne, NV",earthquake,92.63,31.61,0.146,9,reviewed,ci,ci
1941-09-14T16:43:35.580Z,37.5488333,-118.6158333,6,5.63,ml,7,310,0.5817,0.27,ci,ci3365741,2016-01-28T01:31:03.900Z,"25km NW of West Bishop, CA",earthquake,18.68,31.61,0.218,9,reviewed,ci,ci
1940-12-07T22:17:00.000Z,31.0693333,-114.8526667,6,6.05,ml,6,336,2.714,42.41,ci,ci3365515,2016-01-28T01:42:35.270Z,"126km S of Estacion Coahuila, B.C., MX",earthquake,99,31.61,0.106,8,reviewed,ci,ci
1940-05-19T04:36:41.500Z,32.8441667,-115.381,6,6.9,mw,7,300,,0.42,ci,ci3365279,2016-04-02T16:10:09.287Z,"4km N of Holtville, CA",earthquake,12.77,31.61,,0,reviewed,ci,ci
1939-05-02T13:14:54.000Z,29.268,-113.54,10,7,mw,,,,,iscgemsup,iscgemsup901929,2015-07-13T17:02:22.000Z,"Baja California, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1937-03-25T16:49:03.820Z,33.4,-116.25,6,6,ml,5,264,0.9981,0.58,ci,ci3364162,2016-01-27T18:56:57.730Z,"16km WSW of Oasis, CA",earthquake,99,31.61,0.051,5,reviewed,ci,ci
1935-02-24T01:44:58.010Z,31.784,-114.801,6,5.65,ml,4,342,2.339,0.48,ci,ci3362764,2016-01-27T18:57:45.720Z,"49km SSE of Estacion Coahuila, B.C., MX",earthquake,99,31.61,0.172,11,reviewed,ci,ci
1934-12-31T18:45:44.080Z,32.18,-115.1755,6,6.42,ml,5,318,1.884,0.32,ci,ci3362656,2016-01-27T18:28:44.710Z,"5km S of Alberto Oviedo Mota, B.C., MX",earthquake,23.53,31.61,0.08,4,reviewed,ci,ci
1934-12-30T13:52:03.310Z,32,-114.9,6,6.33,ml,6,322,2.169,1.23,ci,ci3362651,2016-04-02T00:58:19.927Z,"24km SSE of Estacion Coahuila, B.C., MX",earthquake,99,31.61,0.032,7,reviewed,ci,ci
1934-06-08T04:47:46.900Z,35.8463333,-120.6663333,6,5.84,ml,7,267,1.605,0.84,ci,ci3362218,2016-01-27T18:32:36.890Z,"11km NNE of San Miguel, CA",earthquake,7.93,31.61,0.155,7,reviewed,ci,ci
1934-03-12T15:05:41.000Z,41.38,-112.785,10,6.5,mw,,,,,iscgem,iscgem904837,2015-05-13T18:52:43.000Z,Utah,earthquake,,,,,automatic,iscgem,iscgem
1934-02-09T09:20:28.000Z,37.586,-117.441,10,6.5,mw,,,,,iscgemsup,iscgemsup904783,2015-07-13T17:02:22.000Z,Nevada,earthquake,,,,,automatic,iscgem,iscgem
1933-03-11T01:54:10.660Z,33.6308333,-117.9995,6,6.4,mw,7,161,0.5357,0.23,ci,ci3359741,2016-04-02T19:16:15.783Z,"7km WNW of Newport Beach, CA",earthquake,1.41,31.61,,0,reviewed,ci,ci
1932-12-21T06:10:10.000Z,38.631,-117.91,10,6.8,mw,,,,,iscgem,iscgem906508,2015-05-13T18:52:43.000Z,Nevada,earthquake,,,,,automatic,iscgem,iscgem
1932-07-12T19:24:11.000Z,26.152,-110.157,10,6.7,mw,,,,,iscgem,iscgem906288,2015-05-13T18:52:43.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1932-07-07T16:15:55.000Z,29.318,-113.247,10,6.8,mw,,,,,iscgem,iscgem906276,2015-05-13T18:52:43.000Z,"Baja California, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1932-06-06T08:44:26.000Z,40.73,-124.211,15,6.4,mw,,,,,iscgem,iscgem906203,2015-05-13T18:52:43.000Z,Northern California,earthquake,,,,,automatic,iscgem,iscgem
1931-08-16T11:40:25.000Z,30.664,-104.367,10,6.5,mw,,,,,iscgem,iscgem906944,2015-05-13T18:52:43.000Z,Texas-Chihuahua border region,earthquake,,,,,automatic,iscgem,iscgem
1931-01-17T02:50:21.000Z,26.677,-110.396,10,6.7,mw,,,,,iscgem,iscgem906572,2015-05-13T18:52:43.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1928-11-01T04:12:54.000Z,27.091,-105.779,10,6.4,mw,,,,,iscgem,iscgem908949,2015-05-13T18:52:42.000Z,"Chihuahua, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1927-11-04T13:51:03.000Z,34.813,-120.774,10,6.9,mw,,,,,iscgem,iscgem909604,2015-05-13T18:52:42.000Z,offshore Central California,earthquake,,,,,automatic,iscgem,iscgem
1926-10-22T13:35:27.000Z,36.725,-122.18,10,6.3,mw,,,,,iscgem,iscgem910175,2015-05-13T18:52:42.000Z,offshore Central California,earthquake,,,,,automatic,iscgem,iscgem
1925-06-29T14:42:16.000Z,34.3,-119.8,10,6.82,mw,,,,,ci,ci37161284,2017-06-24T02:35:08.286Z,"14km SSE of Isla Vista, CA",earthquake,,,,,reviewed,ci,ci
1925-06-28T01:21:12.000Z,46.367,-111.408,15,6.9,mw,,,,,iscgem,iscgem910562,2015-05-13T18:52:42.000Z,western Montana,earthquake,,,,,automatic,iscgem,iscgem
1925-03-01T02:19:18.000Z,47.495,-69.928,15,6.3,mw,,,,,iscgem,iscgem910394,2015-05-13T18:52:42.000Z,"St. Lawrence Valley region, Quebec, Canada",earthquake,,,,,automatic,iscgem,iscgem
1923-08-28T23:15:13.000Z,24.813,-109.063,10,6.5,mw,,,,,iscgem,iscgem911521,2015-05-13T18:52:41.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1922-03-10T11:21:04.000Z,34.243,-119.097,10,6.5,mw,,,,,iscgem,iscgem911838,2015-05-13T18:52:41.000Z,"Greater Los Angeles area, California",earthquake,,,,,automatic,iscgem,iscgem
1918-07-15T00:23:13.000Z,41.304,-124.694,15,6.4,mw,,,,,iscgemsup,iscgemsup913200,2015-07-13T17:02:22.000Z,offshore Northern California,earthquake,,,,,automatic,iscgem,iscgem
1918-05-23T11:57:40.000Z,27.102,-110.122,10,6.8,mw,,,,,iscgemsup,iscgemsup913151,2015-07-13T17:02:22.000Z,"Sonora, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1918-04-21T22:32:29.000Z,33.647,-117.433,10,6.7,mw,,,,,iscgem,iscgem913126,2015-05-13T18:52:41.000Z,Southern California,earthquake,,,,,automatic,iscgem,iscgem
1915-10-03T06:53:21.000Z,40.258,-117.654,10,6.8,mw,,,,,iscgem,iscgem913944,2015-05-13T18:52:41.000Z,Nevada,earthquake,,,,,automatic,iscgem,iscgem
1906-04-18T13:12:27.000Z,38.056,-122.403,10,7.7,mw,,,,,iscgem,iscgem16957905,2015-05-13T18:52:41.000Z,"San Pablo Bay, California",earthquake,,,,,automatic,iscgem,iscgem
